Site,Point.ID,Date,Survey.number,Species - Scientific Name,Species - 4-letter Code,Count,Distance,Detected By,,,,,,,,,
Aibonito,8280-3,03/01/18,3,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Aibonito,8280-3,03/01/18,3,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Aibonito,8280-3,03/01/18,3,Setophaga adelaidae,ADWA,1,11-25,Sound (Canto),,,,,,,,,
Aibonito,8280-3,03/01/18,4,Margarops fuscatus,PETH,1,26-50,Sound (Canto),,,,,,,,,
Aibonito,8280-3,03/01/18,4,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Aibonito,8280-3,03/01/18,4,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Aibonito,8280-3,03/01/18,4,Setophaga adelaidae,ADWA,1,11-25,Sound (Canto),,,,,,,,,
Aibonito,8280-3,03/01/18,4,Setophaga ruticilla,AMRE,1,11-25,Sound (Canto),,,,,,,,,
Aibonito,8280-3,03/01/18,4,Passer domesticus,HOSP,1,11-25,Sound (Canto),,,,,,,,,
Aibonito,8280-3,03/01/18,4,Setophaga americana,NOPA,1,0-10,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,1,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,1,Vireo altiloquus,BWVI,2,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,1,Coereba flaveola,BANA,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,1,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,2,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,2,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,2,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,2,Tyrannus dominicensis,GRAK,2,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,2,Coereba flaveola,BANA,2,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,2,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,3,Coereba flaveola,BANA,2,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,3,Tyrannus dominicensis,GRAK,2,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,3,Tiaris bicolor,BFGR,2,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,3,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,3,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,4,Tyrannus dominicensis,GRAK,2,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,4,Mimus polyglottos,NOMO,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,4,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,4,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,4,Tiaris bicolor,BFGR,2,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,4,Coereba flaveola,BANA,2,0-10,Sound (Canto),,,,,,,,,
Morovis,2463-1,03/01/18,,Bubulcus ibis,CAEG,,Fly-over/Volandos,,,,,,,,,,
Morovis,2463-1,03/01/18,,Zenaida asiatica,WWDO,,Fly-over/Volandos,,,,,,,,,,
Morovis,2463-2,03/01/18,1,Vireo altiloquus,BWVI,2,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,1,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,1,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,1,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,1,Vireo altiloquus,BWVI,1,0-10,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,2,Mimus polyglottos,NOMO,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,2,Vireo altiloquus,BWVI,2,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,2,Setophaga americana,NOPA,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,2,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,2,Myiarchus antillarum,PRFL,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,2,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,2,Vireo altiloquus,BWVI,1,0-10,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,3,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,3,Vireo altiloquus,BWVI,2,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,3,Vireo altiloquus,BWVI,1,0-10,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,4,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,4,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,4,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,4,Patagioenas squamosa,SNPI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,4,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,4,Vireo altiloquus,BWVI,1,0-10,Sound (Canto),,,,,,,,,
Morovis,2463-2,03/01/18,4,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,1,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,1,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,1,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,1,Coereba flaveola,BANA,2,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,1,Tiaris bicolor,BFGR,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,2,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,2,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,2,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,2,Tiaris bicolor,BFGR,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,2,Patagioenas squamosa,SNPI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,2,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,3,Loxigilla portoricensis,PRBU,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,3,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,3,Vireo altiloquus,BWVI,2,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,3,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,3,Patagioenas squamosa,SNPI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,4,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,4,Tyrannus caudifasciatus,LOKI,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,4,Myiarchus antillarum,PRFL,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,4,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,4,Patagioenas squamosa,SNPI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,4,Vireo altiloquus,BWVI,2,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,4,Tiaris bicolor,BFGR,2,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-3,03/01/18,,Patagioenas squamosa,SNPI,,Fly-over/Volandos,,,,,,,,,,
Morovis,2463-4,03/01/18,1,Loxigilla portoricensis,PRBU,2,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,1,Patagioenas squamosa,SNPI,3,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,1,Tyrannus dominicensis,GRAK,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,1,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,1,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,1,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,1,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,2,Loxigilla portoricensis,PRBU,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,2,Patagioenas squamosa,SNPI,3,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,2,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,2,Tyrannus dominicensis,GRAK,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,2,Tiaris bicolor,BFGR,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,3,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,3,Tyrannus dominicensis,GRAK,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,4,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,4,Vireo altiloquus,BWVI,2,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,4,Tyrannus dominicensis,GRAK,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,4,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-4,03/01/18,,Patagioenas squamosa,SNPI,,Fly-over/Volandos,,,,,,,,,,
Morovis,2463-4,03/01/18,,Zenaida asiatica,WWDO,,Fly-over/Volandos,,,,,,,,,,
Morovis,2463-5,03/01/18,1,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,1,Vireo altiloquus,BWVI,2,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,1,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,2,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,2,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,2,Tiaris olivaceus,YFGR,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,2,Coereba flaveola,BANA,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,2,Vireo altiloquus,BWVI,2,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,3,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,3,Tiaris olivaceus,YFGR,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,3,Vireo altiloquus,BWVI,2,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,3,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,4,Tyrannus dominicensis,GRAK,2,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,4,Vireo altiloquus,BWVI,2,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,4,Tiaris olivaceus,YFGR,1,26-50,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,4,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,4,Setophaga americana,NOPA,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,4,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Morovis,2463-5,03/01/18,4,Setophaga discolor,PRAW,1,11-25,Sound (Canto),PRWA,,,,,,,,
Río Grande II,3515-1,03/02/18,1,Vireo altiloquus,BWVI,2,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-1,03/02/18,1,Zenaida aurita,ZEND,1,26-50,Sight (Visto),,,,,,,,,
Río Grande II,3515-1,03/02/18,1,Coereba flaveola,BANA,1,11-25,Sight (Visto),,,,,,,,,
Río Grande II,3515-1,03/02/18,1,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-1,03/02/18,2,Vireo altiloquus,BWVI,2,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-1,03/02/18,2,Coereba flaveola,BANA,2,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-1,03/02/18,2,Chlorostilbon maugaeus,PREM,1,11-25,Sight (Visto),,,,,,,,,
Río Grande II,3515-1,03/02/18,2,Vireo altiloquus,BWVI,2,11-25,Sight (Visto),,,,,,,,,
Río Grande II,3515-1,03/02/18,3,Turdus plumbeus,RLTH,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-1,03/02/18,3,Coereba flaveola,BANA,2,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-1,03/02/18,3,Zenaida asiatica,WWDO,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-1,03/02/18,3,Vireo altiloquus,BWVI,2,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-1,03/02/18,3,Chlorostilbon maugaeus,PREM,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-1,03/02/18,3,Vireo altiloquus,BWVI,2,11-25,Sight (Visto),,,,,,,,,
Río Grande II,3515-1,03/02/18,4,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-1,03/02/18,4,Vireo altiloquus,BWVI,2,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-1,03/02/18,4,Coereba flaveola,BANA,2,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-1,03/02/18,4,Spindalis portoricensis,PRSP,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,1,Coereba flaveola,BANA,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,1,Vireo altiloquus,BWVI,3,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,1,Turdus plumbeus,RLTH,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,1,Coereba flaveola,BANA,3,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,1,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,2,Vireo altiloquus,BWVI,4,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,2,Patagioenas squamosa,SNPI,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,2,Spindalis portoricensis,PRSP,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,2,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,2,Setophaga caerulescens,BTBW,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,2,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,2,Coccyzus vieilloti,PRLC,1,11-25,Sight (Visto),,,,,,,,,
Río Grande II,3515-2,03/02/18,2,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,3,Vireo altiloquus,BWVI,4,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,3,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,3,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,3,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,3,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,4,Coccyzus vieilloti,PRLC,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,4,Vireo altiloquus,BWVI,2,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,4,Coereba flaveola,BANA,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,4,Patagioenas squamosa,SNPI,5,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,4,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,4,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-2,03/02/18,,Patagioenas squamosa,SNPI,,Fly-over/Volandos,,,,,,,,,,
Río Grande II,3515-2,03/02/18,,Coccyzus vieilloti,PRLC,,Fly-over/Volandos,,,,,,,,,,
Río Grande II,3515-3,03/16/18,1,Melanerpes portoricensis,PRWO,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-3,03/16/18,1,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-3,03/16/18,1,Spindalis portoricensis,PRSP,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-3,03/16/18,1,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-3,03/16/18,1,Vireo altiloquus,BWVI,2,11-25,Sight (Visto),MOVE,,,,,,,,
Río Grande II,3515-3,03/16/18,2,Vireo altiloquus,BWVI,2,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-3,03/16/18,2,Vireo altiloquus,BWVI,2,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-3,03/16/18,2,Spindalis portoricensis,PRSP,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-3,03/16/18,2,Vireo altiloquus,BWVI,1,0-10,Sight (Visto),MOVE,,,,,,,,
Río Grande II,3515-3,03/16/18,3,Spindalis portoricensis,PRSP,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-3,03/16/18,3,Vireo altiloquus,BWVI,1,11-25,Sight (Visto),,,,,,,,,
Río Grande II,3515-3,03/16/18,3,Dendrocygna viduata,WFWD,1,0-10,Sound (Canto),,,,,,,,,
Río Grande II,3515-3,03/16/18,3,Loxigilla portoricensis,PRBU,1,0-10,Sight (Visto),,,,,,,,,
Río Grande II,3515-3,03/16/18,4,Vireo altiloquus,BWVI,2,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-3,03/16/18,4,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-3,03/16/18,,Buteo jamaicensis,RTHA,,Fly-over/Volandos,,,,,,,,,,
Río Grande II,3515-4,03/16/18,1,Vireo altiloquus,BWVI,3,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-4,03/16/18,1,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-4,03/16/18,2,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-4,03/16/18,2,Spindalis portoricensis,PRSP,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-4,03/16/18,2,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-4,03/16/18,2,Tiaris bicolor,BFGR,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-4,03/16/18,2,Vireo altiloquus,BWVI,1,0-10,Sound (Canto),,,,,,,,,
Río Grande II,3515-4,03/16/18,2,Tiaris bicolor,BFGR,1,0-10,Sight (Visto),MOVE,,,,,,,,
Río Grande II,3515-4,03/16/18,3,Spindalis portoricensis,PRSP,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-4,03/16/18,3,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-4,03/16/18,4,Icterus portoricensis,PROR,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-4,03/16/18,4,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-4,03/16/18,4,Spindalis portoricensis,PRSP,1,26-50,Sound (Canto),,,,,,,,,
Río Grande II,3515-4,03/16/18,4,Spindalis portoricensis,PRSP,1,11-25,Sound (Canto),,,,,,,,,
Río Grande II,3515-4,03/16/18,,Tiaris bicolor,BFGR,,Fly-over/Volandos,,,,,,,,,,
Río Grande II,3515-4,03/16/18,,Todus mexicanus,PRTO,,Fly-over/Volandos,,,,,,,,,,
Toa Alta,2092-1,03/04/18,1,Loxigilla portoricensis,PRBU,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,1,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,1,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,1,Icterus portoricensis,PROR,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,1,Zenaida aurita,ZEND,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,1,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,1,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,1,Zenaida asiatica,WWDO,1,11-25,Sight (Visto),,,,,,,,,
Toa Alta,2092-1,03/04/18,2,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,2,Zenaida aurita,ZEND,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,2,Coereba flaveola,BANA,2,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,2,Icterus portoricensis,PROR,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,2,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,2,Icterus portoricensis,PROR,2,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,2,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,2,Zenaida asiatica,WWDO,1,11-25,Sight (Visto),,,,,,,,,
Toa Alta,2092-1,03/04/18,2,Tyrannus dominicensis,GRAK,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,2,Turdus plumbeus,RLTH,1,0-10,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,3,Vireo altiloquus,BWVI,3,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,3,Icterus portoricensis,PROR,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,3,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,3,Zenaida asiatica,WWDO,1,11-25,Sight (Visto),,,,,,,,,
Toa Alta,2092-1,03/04/18,4,Tyrannus dominicensis,GRAK,9,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,4,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),MOVE,,,,,,,,
Toa Alta,2092-1,03/04/18,4,Coereba flaveola,BANA,2,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,4,Icterus portoricensis,PROR,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-1,03/04/18,4,Zenaida asiatica,WWDO,1,11-25,Sight (Visto),,,,,,,,,
Toa Alta,2092-1,03/04/18,4,Icterus portoricensis,PROR,1,11-25,Sight (Visto),,,,,,,,,
Toa Alta,2092-2,03/04/18,1,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,1,Quiscalus niger,GAGR,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,1,Turdus plumbeus,RLTH,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,1,Loxigilla portoricensis,PRBU,3,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,1,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,1,Mimus polyglottos,NOMO,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,1,Margarops fuscatus,PETH,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,1,Zenaida aurita,ZEND,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,1,Icterus portoricensis,PROR,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,1,Coccyzus vieilloti,PRLC,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,1,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,2,Quiscalus niger,GAGR,3,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,2,Melanerpes portoricensis,PRWO,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,2,Turdus plumbeus,RLTH,2,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,2,Loxigilla portoricensis,PRBU,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,2,Myiarchus antillarum,PRFL,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,2,Zenaida asiatica,WWDO,2,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,2,Mimus polyglottos,NOMO,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,2,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,2,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,3,Loxigilla portoricensis,PRBU,1,26-50,Sound (Canto),,,,,,,,,
Toa Alta,2092-2,03/04/18,3,Zenaida asiatica,WWDO,2,26-50,Sound (Canto),,,,,,,,,
